ind,var_name,var_description,var_value,var_unit,var_alg,var_need,v_linked,user_input
562,ref_255_fac,Reference factory equipment cost for 255,1668854.0,$,,,,0
563,ref_255_lab,Reference site labor cost for 255,4553152.499,$,,,,0
564,ref_255_mat,Reference site material cost for 255,453254.9999,$,,,,0
565,ref_261_fac,Aggregated reference fac cost for 261,392618.03808,$,,,,0
566,ref_261_lab,Aggregated reference lab cost for 261,9125289.026,$,,,,0
567,ref_261_mat,Aggregated reference mat cost for 261,3921296.0821,$,,,,0
568,ref_262_11_fac,Reference factory equipment cost for 262.11,818836.1028,$,,,,0
569,ref_262_11_lab,Reference site labor cost for 262.11,298851.6538,$,,,,0
570,ref_262_11_mat,Reference site material cost for 262.11,31388.27887,$,,,,0
571,ref_262_12_fac,Reference factory equipment cost for 262.12,19786129.24,$,,,,0
572,ref_262_12_lab,Reference site labor cost for 262.12,15368420.84,$,,,,0
573,ref_262_12_mat,Reference site material cost for 262.12,2229912.276,$,,,,0
574,ref_262_13_fac,Reference factory equipment cost for 262.13,46211135.76,$,,,,0
575,ref_262_13_lab,Reference site labor cost for 262.13,26887199.25,$,,,,0
576,ref_262_13_mat,Reference site material cost for 262.13,2138353.432,$,,,,0
577,ref_262_14_lab,Reference site labor cost for 262.14,130171.644,$,,,,0
578,ref_262_14_mat,Reference site material cost for 262.14,117381.9543,$,,,,0
579,ref_262_15_fac,Reference factory equipment cost for 262.15,2719803.892,$,,,,0
580,ref_262_15_lab,Reference site labor cost for 262.15,547270.1731,$,,,,0
581,ref_262_15_mat,Reference site material cost for 262.15,104605.3008,$,,,,0
582,ref_S,Reference Area for General Yardwork 211.1,62.0,m^2,,,scale_S,0
583,ref_bldg_V,Reference Building volume for Structural & Miscellaneous Steel 213.142,212000.0,m^3,,,scale_bldg_V,0
584,ref_cmn_bldg_vol,Reference common containment/auxiliary building volume,92268.0,m^3,,,"scale_adm_bldg_bldg_vol, scale_cont_hatch_ms_bldg_vol, scale_cont_V, scale_elec_tunnel_bldg_vol, scale_non_ess_swgr_bldg_bldg_vol, scale_sup_const, scale_wwt_bldg_bldg_vol",0
585,ref_cr_dg_bldg_bldg_vol,Reference Building volume for Structural & Miscellaneous Steel 218142,48762.0,m^3,,,scale_cr_dg_bldg_bldg_vol,0
586,ref_cr_dg_bldg_sub_S,Reference Substructure S for Roofing & Flashing 218145,1890.0,m^2,,,scale_cr_dg_bldg_sub_S,0
587,ref_cr_dg_bldg_sub_vol,Reference Substructure volume for Substructure Concrete 21813,2268.0,m^3,,,scale_cr_dg_bldg_sub_vol,0
588,ref_cr_dg_bldg_sup_S,Reference Superstructure S for Painting 218149,6258.0,m^2,,,scale_cr_dg_bldg_sup_S,0
589,ref_cr_dg_bldg_sup_vol,Reference Superstructure volume for Concrete Work 218141,3755.0,m^3,,,scale_cr_dg_bldg_sup_vol,0
590,ref_direct_cost_frm_flow,"Reference direct cost basis for Flow rate scale, source account 222.11",108401469.0,kg/s,,,scale_frm_flow,0
591,ref_direct_cost_frm_fuel_cask_cap,"Reference direct cost basis for Fuel cask capacity scale, source account 225.114",1850028.0,tonne,,,scale_frm_fuel_cask_cap,0
592,ref_direct_cost_frm_fuel_crane_cap,"Reference direct cost basis for Fuel crane capacity scale, source account 225.111",391304.0,tonne,,,scale_frm_fuel_crane_cap,0
593,ref_direct_cost_frm_ht_S,"Reference direct cost basis for HT surface S scale, source account 222.13",119461264.0,m^2,,,scale_frm_ht_S,0
594,ref_direct_cost_frm_prz_M,"Reference direct cost basis for Pressurizer mass scale, source account 222.14",8419993.0,kg,,,scale_frm_prz_M,0
595,ref_direct_cost_frm_S,"Reference direct cost basis for Surface S scale, source account 212.3",1.0,m^2,,,scale_frm_S,0
596,ref_direct_cost_frm_S_9_71886e_06,"Reference direct cost basis for Surface S scale, source account 217.3",9718863.0,m^2,,,scale_frm_S_9_71886e_06,0
597,ref_direct_cost_frm_vsl_M,"Reference direct cost basis for Vessel mass scale, source account 221.1",75019941.0,kg,,,scale_frm_vsl_M,0
598,ref_elec_P,Reference electric power used by electric-power scale laws,1144.0,MWe,,,"scale_elec_P, scale_tur_plant_equip_elec_P",0
599,ref_fuel_stor_bldg_bldg_vol,Reference Building volume for Structural & Miscellaneous Steel 217.142,28800.0,m^3,,,scale_fuel_stor_bldg_bldg_vol,0
600,ref_fuel_stor_bldg_sub_S,Reference Substructure S for Roofing & Flashing 217.145,900.0,m^2,,,scale_fuel_stor_bldg_sub_S,0
601,ref_fuel_stor_bldg_sub_vol,Reference Substructure volume for Substructure Concrete 217.13,1080.0,m^3,,,scale_fuel_stor_bldg_sub_vol,0
602,ref_fuel_stor_bldg_sup_S,Reference Superstructure S for Painting 217.149,3840.0,m^2,,,scale_fuel_stor_bldg_sup_S,0
603,ref_fuel_stor_bldg_sup_vol,Reference Superstructure volume for Concrete Work 217.141,2304.0,m^3,,,scale_fuel_stor_bldg_sup_vol,0
604,ref_mc_piping_M,Reference MC piping mass for Reactor Coolant Piping System 222.12,154000.0,kg,,,scale_mc_piping_M,0
605,ref_n_crs,Reference Number of CRs for Reactor Control Devices 221.2,57.0,,,,scale_n_crs,0
606,ref_pri_aux_bldg_bldg_vol,Reference Building volume for Structural & Miscellaneous Steel 215.142,36232.0,m^3,,,scale_pri_aux_bldg_bldg_vol,0
607,ref_pri_aux_bldg_sub_S,Reference Substructure S for Roofing & Flashing 215.145,1294.0,m^2,,,scale_pri_aux_bldg_sub_S,0
608,ref_pri_aux_bldg_sub_vol,Reference Substructure volume for Substructure Concrete 215.13,1553.0,m^3,,,scale_pri_aux_bldg_sub_vol,0
609,ref_pri_aux_bldg_sup_S,Reference Superstructure S for Painting 215.149,5544.0,m^2,,,scale_pri_aux_bldg_sup_S,0
610,ref_pri_aux_bldg_sup_vol,Reference Superstructure volume for Concrete Work 215.141,3326.0,m^3,,,scale_pri_aux_bldg_sup_vol,0
611,ref_pri_flow,Reference Primary flowrate for Liquid Waste System 224.1,23872.0,kg/s,,,scale_pri_flow,0
612,ref_rx_D,Reference Reactor diameter (m) for Vessel Internals 221.3,4.6,m,,,scale_rx_D,0
613,ref_rej_th_P,Reference Rejected thermal power for 261.1,2273.0,MWt,,,scale_rej_th_P,0
614,ref_rx_P,Reference reactor/plant thermal power used by RX/plant-power scale laws,3417.0,MWt,,,scale_P,0
615,ref_sfp_V,"Reference SFP volume for Fuel Storage, Cleaning, & Inspection Equipment 225.4",1056.0,m^3,,,scale_sfp_V,0
616,ref_sub_str_S,Reference Substructure S for Roof Deck 213.144,6100.0,m^2,,,scale_sub_str_S,0
617,ref_sub_str_V,Reference Substructure volume for Substructure Concrete 212.13,4603.0,m^3,,,scale_sub_str_V,0
618,ref_sup_str_S,Reference Superstructure S for Painting 212.149,9373.0,m^2,,,scale_sup_str_S,0
619,ref_sup_str_V,Reference Superstructure volume for Concrete Work 212.141,11248.0,m^3,,,scale_sup_str_V,0
620,ref_turb_gen_bldg_sub_vol,Reference Substructure volume for Substructure Concrete 213.13,1830.0,m^3,,,scale_turb_gen_bldg_sub_vol,0
621,ref_turb_gen_bldg_sup_S,Reference Superstructure S for Exterior Walls 213.143,17040.0,m^2,,,scale_turb_gen_bldg_sup_S,0
622,ref_turb_gen_bldg_sup_vol,Reference Superstructure volume for Concrete Work 213.141,5112.0,m^3,,,scale_turb_gen_bldg_sup_vol,0
623,ref_V_of_212_213_215_216_217,"Reference Volume of 212, 213, 215, 216, 217 for Fill & Backfill (Place/Comp) 211.712",416524.0,m^3,,,scale_V_of_212_213_215_216_217,0
624,ref_waste_bldg_bldg_vol,Reference Building volume for Structural & Miscellaneous Steel 216.142,53328.0,m^3,,,scale_waste_bldg_bldg_vol,0
625,ref_waste_bldg_sub_S,Reference Substructure S for Roof Deck 216.144,1728.0,m^2,,,scale_waste_bldg_sub_S,0
626,ref_waste_bldg_sub_vol,Reference Substructure volume for Substructure Concrete 216.13,2074.0,m^3,,,scale_waste_bldg_sub_vol,0
627,ref_waste_bldg_sup_S,Reference Superstructure S for Exterior Walls 216.143,7380.0,m^2,,,scale_waste_bldg_sup_S,0
628,ref_waste_bldg_sup_vol,Reference Superstructure volume for Concrete Work 216.141,4428.0,m^3,,,scale_waste_bldg_sup_vol,0
629,scale_adm_bldg_bldg_vol,Admin Bldg scale factor = (new base unit value / Reference unit value)^exponent.,0.0,1,scale_law_admin_bldg,"adm_bldg_bldg_vol, ref_cmn_bldg_vol, exp_lin","ce_218B_24_mat, ce_218B_24_lab",0
630,scale_S,Site Area scale factor = (new base unit value / Reference unit value)^exponent.,0.3709677419354839,1,scale_law_site_S,"S, ref_S, exp_lin",,0
631,scale_bldg_V,Building Volume scale factor = (new base unit value / Reference unit value)^exponent.,0.9169433962264152,1,scale_law_bldg_V,"bldg_V, ref_bldg_V, exp_lin","ce_213_142_mat, ce_213_142_lab, ce_213_146_mat, ce_213_146_lab, ce_213_147_mat, ce_213_147_lab",0
632,scale_cont_hatch_ms_bldg_vol,Containment scale factor = (new base unit value / Reference unit value)^exponent.,0.0,1,scale_law_containment,"cont_hatch_ms_bldg_vol, ref_cmn_bldg_vol, exp_lin",,0
633,scale_cont_V,Containment scale factor = (new base unit value / Reference unit value)^exponent.,0.933844215884506,1,scale_law_containment,"cont_V, ref_cmn_bldg_vol, exp_lin",,0
634,scale_cr_dg_bldg_bldg_vol,Control Dg Bldg scale factor = (new base unit value / Reference unit value)^exponent.,0.0545506747057134,1,scale_law_control_dg_bldg,"cr_dg_bldg_bldg_vol, ref_cr_dg_bldg_bldg_vol, exp_lin","ce_218A_142_mat, ce_218A_142_lab, ce_218A_146_mat, ce_218A_146_lab, ce_218A_147_mat, ce_218A_147_lab, ce_218A_148_mat, ce_218A_148_lab, ce_218A_21_mat, ce_218A_21_lab, ce_218A_235_fac, ce_218A_235_mat, ce_218A_235_lab, ce_218A_236_fac, ce_218A_236_mat, ce_218A_236_lab, ce_218A_237_fac, ce_218A_24_mat, ce_218A_24_lab",0
635,scale_cr_dg_bldg_sub_S,Control Dg Bldg scale factor = (new base unit value / Reference unit value)^exponent.,0.201058201058201,1,scale_law_control_dg_bldg,"cr_dg_bldg_sub_S, ref_cr_dg_bldg_sub_S, exp_lin","ce_218A_145_mat, ce_218A_145_lab",0
636,scale_cr_dg_bldg_sub_vol,Control Dg Bldg scale factor = (new base unit value / Reference unit value)^exponent.,0.1005291005291005,1,scale_law_control_dg_bldg,"cr_dg_bldg_sub_vol, ref_cr_dg_bldg_sub_vol, exp_lin","ce_218A_13_mat, ce_218A_13_lab",0
637,scale_cr_dg_bldg_sup_S,Control Dg Bldg scale factor = (new base unit value / Reference unit value)^exponent.,0.087248322147651,1,scale_law_control_dg_bldg,"cr_dg_bldg_sup_S, ref_cr_dg_bldg_sup_S, exp_lin","ce_218A_149_mat, ce_218A_149_lab",0
638,scale_cr_dg_bldg_sup_vol,Control Dg Bldg scale factor = (new base unit value / Reference unit value)^exponent.,0.0436218375499334,1,scale_law_control_dg_bldg,"cr_dg_bldg_sup_vol, ref_cr_dg_bldg_sup_vol, exp_lin","ce_218A_141_mat, ce_218A_141_lab",0
639,scale_elec_P,Electric Power scale factor = (new base unit value / Reference unit value)^exponent.,0.9810738928018627,1,scale_law_elec_P,"elec_P, ref_elec_P, exp_elec_P",,0
640,scale_elec_tunnel_bldg_vol,Electrical Bldg scale factor = (new base unit value / Reference unit value)^exponent.,0.0,1,scale_law_electrical_bldg,"elec_tunnel_bldg_vol, ref_cmn_bldg_vol, exp_lin",,0
641,scale_frm_flow,Formula Flow Rate direct formula scale factor.,0.9285660117258324,1,formula_scale_flow_rate,"uc_frm_flow, frm_flow, ref_direct_cost_frm_flow","ce_222_111_fac, ce_222_111_mat, ce_222_111_lab, ce_222_119_fac, ce_222_119_mat, ce_222_119_lab",0
642,scale_frm_fuel_cask_cap,Formula Fuel Cask Capacity direct formula scale factor.,1.0032384136058523,1,formula_scale_fuel_cask_capacity,"uc_frm_fuel_cap, frm_fuel_cask_cap, ref_direct_cost_frm_fuel_cask_cap","ce_225_114_fac, ce_225_114_mat, ce_225_114_lab",0
643,scale_frm_fuel_crane_cap,Formula Fuel Crane Capacity direct formula scale factor.,1.0752528615939023,1,formula_scale_fuel_crane_capacity,"uc_frm_fuel_cap, frm_fuel_crane_cap, ref_direct_cost_frm_fuel_crane_cap","ce_225_111_fac, ce_225_111_mat, ce_225_111_lab",0
644,scale_frm_ht_S,Formula Ht Surface Area direct formula scale factor.,1.3013555355784228,1,formula_scale_ht_surface_S,"uc_frm_ht_S, frm_ht_S, ref_direct_cost_frm_ht_S","ce_222_132_fac, ce_222_132_mat, ce_222_132_lab, ce_222_139_fac, ce_222_139_mat, ce_222_139_lab",0
645,scale_frm_prz_M,Formula Pressurizer Mass direct formula scale factor.,1.1148404907542149,1,formula_scale_pressurizer_mass,"uc_frm_prz_M, frm_prz_M, ref_direct_cost_frm_prz_M",,0
646,scale_frm_S,Formula Surface Area direct formula scale factor.,17866000.0,1,formula_scale_surface_S,"uc_frm_S, frm_S, ref_direct_cost_frm_S",,0
647,scale_frm_S_9_71886e_06,Formula Surface Area 9 71886E 06 direct formula scale factor.,0.8823748210052966,1,formula_scale_surface_S_9_71886e_06,"uc_frm_S_9_71886e_06, frm_S_9_71886e_06, ref_direct_cost_frm_S_9_71886e_06",,0
648,scale_frm_vsl_M,Formula Vessel Mass direct formula scale factor.,0.90910052524507,1,formula_scale_vessel_mass,"uc_frm_vsl_M, frm_vsl_M, ref_direct_cost_frm_vsl_M",,0
649,scale_fuel_stor_bldg_bldg_vol,Fuel Storage scale factor = (new base unit value / Reference unit value)^exponent.,0.65625,1,scale_law_fuel_storage,"fuel_stor_bldg_bldg_vol, ref_fuel_stor_bldg_bldg_vol, exp_lin","ce_217_142_mat, ce_217_142_lab, ce_217_147_mat, ce_217_147_lab",0
650,scale_fuel_stor_bldg_sub_S,Fuel Storage scale factor = (new base unit value / Reference unit value)^exponent.,0.7777777777777778,1,scale_law_fuel_storage,"fuel_stor_bldg_sub_S, ref_fuel_stor_bldg_sub_S, exp_lin","ce_217_145_mat, ce_217_145_lab",0
651,scale_fuel_stor_bldg_sub_vol,Fuel Storage scale factor = (new base unit value / Reference unit value)^exponent.,0.3888888888888889,1,scale_law_fuel_storage,"fuel_stor_bldg_sub_vol, ref_fuel_stor_bldg_sub_vol, exp_lin",,0
652,scale_fuel_stor_bldg_sup_S,Fuel Storage scale factor = (new base unit value / Reference unit value)^exponent.,0.7453125,1,scale_law_fuel_storage,"fuel_stor_bldg_sup_S, ref_fuel_stor_bldg_sup_S, exp_lin","ce_217_149_mat, ce_217_149_lab",0
653,scale_fuel_stor_bldg_sup_vol,Fuel Storage scale factor = (new base unit value / Reference unit value)^exponent.,0.37265625,1,scale_law_fuel_storage,"fuel_stor_bldg_sup_vol, ref_fuel_stor_bldg_sup_vol, exp_lin","ce_217_141_mat, ce_217_141_lab",0
654,scale_mc_piping_M,Piping Mass scale factor = (new base unit value / Reference unit value)^exponent.,0.5,1,scale_law_piping_mass,"mc_piping_M, ref_mc_piping_M, exp_lin",,0
655,scale_non_ess_swgr_bldg_bldg_vol,Electrical Bldg scale factor = (new base unit value / Reference unit value)^exponent.,0.0,1,scale_law_electrical_bldg,"non_ess_swgr_bldg_bldg_vol, ref_cmn_bldg_vol, exp_lin",,0
656,scale_n_crs,Reactor Equipment scale factor = (new base unit value / Reference unit value)^exponent.,1.2105263157894737,1,scale_law_reactor_equipment,"n_crs, ref_n_crs, exp_lin",,0
657,scale_P,Power scale factor for plant/reactor thermal power based direct-cost accounts,0.996017916397094,1,scale_law_power,"rx_P, ref_rx_P, exp_P","ce_211_711_mat, ce_211_711_lab, ce_215_221_fac, ce_215_221_mat, ce_215_221_lab, ce_215_222_fac, ce_215_222_mat, ce_215_222_lab, ce_215_223_fac, ce_215_223_mat, ce_215_223_lab, ce_215_224_fac, ce_215_224_mat, ce_215_224_lab, ce_215_228_fac, ce_215_228_mat, ce_215_228_lab, ce_218A_231_fac, ce_218A_231_mat, ce_218A_231_lab, ce_218A_232_fac, ce_218A_232_mat, ce_218A_232_lab, ce_218A_233_fac, ce_218A_233_mat, ce_218A_233_lab, ce_218A_234_fac, ce_218A_234_mat, ce_218A_234_lab, ce_218A_238_fac, ce_218A_238_mat, ce_218A_238_lab, ce_218B_22_fac, ce_218B_22_mat, ce_218B_22_lab, ce_218B_23_fac, ce_218B_23_mat, ce_218B_23_lab",0
658,scale_pri_aux_bldg_bldg_vol,Primary Aux Bldg scale factor = (new base unit value / Reference unit value)^exponent.,0.368652020313535,1,scale_law_primary_aux_bldg,"pri_aux_bldg_bldg_vol, ref_pri_aux_bldg_bldg_vol, exp_lin","ce_215_142_mat, ce_215_142_lab, ce_215_146_mat, ce_215_146_lab, ce_215_147_mat, ce_215_147_lab, ce_215_225_fac, ce_215_225_mat, ce_215_225_lab, ce_215_226_fac, ce_215_226_mat, ce_215_226_lab, ce_215_227_fac",0
659,scale_pri_aux_bldg_sub_S,Primary Aux Bldg scale factor = (new base unit value / Reference unit value)^exponent.,0.5432766615146831,1,scale_law_primary_aux_bldg,"pri_aux_bldg_sub_S, ref_pri_aux_bldg_sub_S, exp_lin","ce_215_145_mat, ce_215_145_lab",0
660,scale_pri_aux_bldg_sub_vol,Primary Aux Bldg scale factor = (new base unit value / Reference unit value)^exponent.,0.5432066967160335,1,scale_law_primary_aux_bldg,"pri_aux_bldg_sub_vol, ref_pri_aux_bldg_sub_vol, exp_lin",,0
661,scale_pri_aux_bldg_sup_S,Primary Aux Bldg scale factor = (new base unit value / Reference unit value)^exponent.,0.3838383838383838,1,scale_law_primary_aux_bldg,"pri_aux_bldg_sup_S, ref_pri_aux_bldg_sup_S, exp_lin","ce_215_149_mat, ce_215_149_lab",0
662,scale_pri_aux_bldg_sup_vol,Primary Aux Bldg scale factor = (new base unit value / Reference unit value)^exponent.,0.3838845460012026,1,scale_law_primary_aux_bldg,"pri_aux_bldg_sup_vol, ref_pri_aux_bldg_sup_vol, exp_lin","ce_215_141_mat, ce_215_141_lab",0
663,scale_pri_flow,Flow Rate scale factor = (new base unit value / Reference unit value)^exponent.,0.8717574764492064,1,scale_law_flow_rate,"pri_flow, ref_pri_flow, exp_pri_flow",,0
664,scale_rx_D,Reactor Equipment scale factor = (new base unit value / Reference unit value)^exponent.,0.9569943289224956,1,scale_law_reactor_equipment,"rx_D, ref_rx_D, exp_rx_D",,0
665,scale_rej_th_P,Heat Rejection scale factor = (new base unit value / Reference unit value)^exponent.,1.003518031940659,1,scale_law_heat_rejection,"rej_th_P, ref_rej_th_P, exp_P",,0
666,scale_sfp_V,Fuel Storage scale factor = (new base unit value / Reference unit value)^exponent.,0.773656197537358,1,scale_law_fuel_storage,"sfp_V, ref_sfp_V, exp_sfp_V",,0
667,scale_sub_str_S,Containment scale factor = (new base unit value / Reference unit value)^exponent.,0.6780327868852459,1,scale_law_containment,"sub_str_S, ref_sub_str_S, exp_lin","ce_213_144_mat, ce_213_144_lab, ce_213_145_mat, ce_213_145_lab",0
668,scale_sub_str_V,Containment scale factor = (new base unit value / Reference unit value)^exponent.,1.0000338483205242,1,scale_law_containment,"sub_str_V, ref_sub_str_V, exp_lin",,0
669,scale_sup_const,Containment scale factor = (new base unit value / Reference unit value)^exponent.,1.0049856543889688,1,scale_law_containment,"sup_const, ref_cmn_bldg_vol, exp_lin","ce_212_140_fac, ce_212_140_mat, ce_212_140_lab, ce_212_142_mat, ce_212_142_lab",0
670,scale_sup_str_S,Containment scale factor = (new base unit value / Reference unit value)^exponent.,1.0044381948758936,1,scale_law_containment,"sup_str_S, ref_sup_str_S, exp_lin","ce_212_149_mat, ce_212_149_lab",0
671,scale_sup_str_V,Containment scale factor = (new base unit value / Reference unit value)^exponent.,0.837002062639736,1,scale_law_containment,"sup_str_S, ref_sup_str_V, exp_lin","ce_212_14111_mat, ce_212_14111_lab, ce_212_14112_mat, ce_212_14112_lab, ce_212_14113_mat, ce_212_14113_lab, ce_212_14114_mat, ce_212_14114_lab, ce_212_14115_mat, ce_212_14115_lab, ce_212_14116_mat, ce_212_14116_lab, ce_212_14117_mat, ce_212_14117_lab, ce_212_14118_mat, ce_212_14118_lab, ce_212_14121_mat, ce_212_14121_lab, ce_212_14122_mat, ce_212_14122_lab, ce_212_14123_mat, ce_212_14123_lab, ce_212_14125_mat, ce_212_14125_lab, ce_212_14127_mat, ce_212_14127_lab, ce_212_14128_mat, ce_212_14128_lab, ce_212_1419_mat, ce_212_1419_lab",0
672,scale_turb_gen_bldg_sub_vol,Turbine Bldg scale factor = (new base unit value / Reference unit value)^exponent.,0.6780327868852459,1,scale_law_turbine_bldg,"turb_gen_bldg_sub_vol, ref_turb_gen_bldg_sub_vol, exp_lin",,0
673,scale_turb_gen_bldg_sup_S,Turbine Bldg scale factor = (new base unit value / Reference unit value)^exponent.,0.7447183098591549,1,scale_law_turbine_bldg,"turb_gen_bldg_sup_S, ref_turb_gen_bldg_sup_S, exp_lin","ce_213_143_mat, ce_213_143_lab, ce_213_149_mat, ce_213_149_lab",0
674,scale_turb_gen_bldg_sup_vol,Turbine Bldg scale factor = (new base unit value / Reference unit value)^exponent.,0.7447183098591549,1,scale_law_turbine_bldg,"turb_gen_bldg_sup_vol, ref_turb_gen_bldg_sup_vol, exp_lin","ce_213_141_mat, ce_213_141_lab",0
675,scale_tur_plant_equip_elec_P,Turbine Equipment scale factor = (new base unit value / Reference unit value)^exponent.,0.9857715709124324,1,scale_law_turbine_equipment,"elec_P, ref_elec_P, exp_tur_plant_equip_elec_P",,0
676,scale_V_of_212_213_215_216_217,Volume Of 212 213 215 216 217 scale factor = (new base unit value / Reference unit value)^exponent.,0.8072164301676766,1,scale_law_V_of_212_213_215_216_217,"V_of_212_213_215_216_217, ref_V_of_212_213_215_216_217, exp_lin","ce_211_712_fac, ce_211_712_mat, ce_211_712_lab",0
677,scale_waste_bldg_bldg_vol,Waste Bldg scale factor = (new base unit value / Reference unit value)^exponent.,0.3159315931593159,1,scale_law_waste_bldg,"waste_bldg_bldg_vol, ref_waste_bldg_bldg_vol, exp_lin","ce_216_142_mat, ce_216_142_lab, ce_216_146_mat, ce_216_146_lab, ce_216_147_mat, ce_216_147_lab, ce_216_148_mat, ce_216_148_lab",0
678,scale_waste_bldg_sub_S,Waste Bldg scale factor = (new base unit value / Reference unit value)^exponent.,0.75,1,scale_law_waste_bldg,"waste_bldg_sub_S, ref_waste_bldg_sub_S, exp_lin","ce_216_144_mat, ce_216_144_lab, ce_216_145_mat, ce_216_145_lab",0
679,scale_waste_bldg_sub_vol,Waste Bldg scale factor = (new base unit value / Reference unit value)^exponent.,0.7498553519768564,1,scale_law_waste_bldg,"waste_bldg_sub_vol, ref_waste_bldg_sub_vol, exp_lin",,0
680,scale_waste_bldg_sup_S,Waste Bldg scale factor = (new base unit value / Reference unit value)^exponent.,0.2747967479674796,1,scale_law_waste_bldg,"waste_bldg_sup_S, ref_waste_bldg_sup_S, exp_lin","ce_216_143_mat, ce_216_143_lab, ce_216_149_mat, ce_216_149_lab",0
681,scale_waste_bldg_sup_vol,Waste Bldg scale factor = (new base unit value / Reference unit value)^exponent.,0.2747967479674796,1,scale_law_waste_bldg,"waste_bldg_sup_vol, ref_waste_bldg_sup_vol, exp_lin","ce_216_141_mat, ce_216_141_lab",0
682,scale_wwt_bldg_bldg_vol,Wastewater Bldg scale factor = (new base unit value / Reference unit value)^exponent.,0.0,1,scale_law_wastewater_bldg,"wwt_bldg_bldg_vol, ref_cmn_bldg_vol, exp_lin",,0
683,ce_211_711_fac,Open Cut factory equipment cost for 211.711,0.0,$,,,,0
684,ce_211_711_mat,Open Cut site material cost for 211.711,4422650.2267513415,$,category_scale,"ref_211_711_mat, scale_P",,0
685,ce_211_711_lab,Open Cut site labor cost for 211.711,15065631.544985814,$,category_scale,"ref_211_711_lab, scale_P",,0
686,ce_211_712_fac,Fill & Backfill (Place/Comp) factory equipment cost for 211.712,198292.71607068976,$,category_scale,"ref_211_712_fac, scale_V_of_212_213_215_216_217",,0
687,ce_211_712_mat,Fill & Backfill (Place/Comp) site material cost for 211.712,10818782.25794602,$,category_scale,"ref_211_712_mat, scale_V_of_212_213_215_216_217",,0
688,ce_211_712_lab,Fill & Backfill (Place/Comp) site labor cost for 211.712,12629880.679760788,$,category_scale,"ref_211_712_lab, scale_V_of_212_213_215_216_217",,0
689,ce_212_141_fac,Concrete Work factory equipment cost for 212.141,0.0,$,sum_all,"ce_212_1411_fac, ce_212_1412_fac, ce_212_1419_fac",,0
690,ce_212_141_mat,Concrete Work site material cost for 212.141,14052106.242877116,$,sum_all,"ce_212_1411_mat, ce_212_1412_mat, ce_212_1419_mat",,0
691,ce_212_141_lab,Concrete Work site labor cost for 212.141,9164034.594639374,$,sum_all,"ce_212_1411_lab, ce_212_1412_lab, ce_212_1419_lab",,0
692,ce_212_1411_fac,Containment Shell factory equipment cost for 212.1411,0.0,$,sum_all,"ce_212_14111_fac, ce_212_14112_fac, ce_212_14113_fac, ce_212_14114_fac, ce_212_14115_fac, ce_212_14116_fac, ce_212_14117_fac, ce_212_14118_fac",ce_212_141_fac,0
693,ce_212_1411_mat,Containment Shell site material cost for 212.1411,10199269.046640312,$,sum_all,"ce_212_14111_mat, ce_212_14112_mat, ce_212_14113_mat, ce_212_14114_mat, ce_212_14115_mat, ce_212_14116_mat, ce_212_14117_mat, ce_212_14118_mat",ce_212_141_mat,0
694,ce_212_1411_lab,Containment Shell site labor cost for 212.1411,5715505.323950599,$,sum_all,"ce_212_14111_lab, ce_212_14112_lab, ce_212_14113_lab, ce_212_14114_lab, ce_212_14115_lab, ce_212_14116_lab, ce_212_14117_lab, ce_212_14118_lab",ce_212_141_lab,0
695,ce_212_14111_fac,Formwork factory equipment cost for 212.14111,0.0,$,,,ce_212_1411_fac,0
696,ce_212_14111_mat,Formwork site material cost for 212.14111,0.0,$,category_scale,"ref_212_14111_mat, scale_sup_str_V, adj_none",ce_212_1411_mat,0
697,ce_212_14111_lab,Formwork site labor cost for 212.14111,0.0,$,category_scale,"ref_212_14111_lab, scale_sup_str_V, adj_none",ce_212_1411_lab,0
698,ce_212_14112_fac,Reinforcing Steel factory equipment cost for 212.14112,0.0,$,,,ce_212_1411_fac,0
699,ce_212_14112_mat,Reinforcing Steel site material cost for 212.14112,8380508.768929804,$,category_scale,"ref_212_14112_mat, scale_sup_str_V, adj_cont_mat_1_48",ce_212_1411_mat,0
700,ce_212_14112_lab,Reinforcing Steel site labor cost for 212.14112,1564590.3568760036,$,category_scale,"ref_212_14112_lab, scale_sup_str_V, adj_212_14112_lab",ce_212_1411_lab,0
701,ce_212_14113_fac,Concrete factory equipment cost for 212.14113,0.0,$,,,ce_212_1411_fac,0
702,ce_212_14113_mat,Concrete site material cost for 212.14113,1371366.3457545682,$,category_scale,"ref_212_14113_mat, scale_sup_str_V",ce_212_1411_mat,0
703,ce_212_14113_lab,Concrete site labor cost for 212.14113,2687756.528683357,$,category_scale,"ref_212_14113_lab, scale_sup_str_V",ce_212_1411_lab,0
704,ce_212_14114_fac,Embedded Steel factory equipment cost for 212.14114,0.0,$,,,ce_212_1411_fac,0
705,ce_212_14114_mat,Embedded Steel site material cost for 212.14114,165512.6083622963,$,category_scale,"ref_212_14114_mat, scale_sup_str_V",ce_212_1411_mat,0
706,ce_212_14114_lab,Embedded Steel site labor cost for 212.14114,454525.0145292392,$,category_scale,"ref_212_14114_lab, scale_sup_str_V",ce_212_1411_lab,0
707,ce_212_14115_fac,Rubbing Surfaces factory equipment cost for 212.14115,0.0,$,,,ce_212_1411_fac,0
708,ce_212_14115_mat,Rubbing Surfaces site material cost for 212.14115,22026.07551698718,$,category_scale,"ref_212_14115_mat, scale_sup_str_V",ce_212_1411_mat,0
